����,��Ʊ����,����,���̼�,��߼�,��ͼ�,���̼�,ǰ����,�ǵ���,�ǵ���,������,�ɽ���,�ɽ����,����ֵ,��ͨ��ֵ
2017-04-24,'600567,ɽӥֽҵ,3.51,3.62,3.47,3.61,3.62,-0.11,-3.0387,0.8673,32670709,115027394.0,15974899212.9,13221958038.1
2017-04-21,'600567,ɽӥֽҵ,3.62,3.63,3.59,3.62,3.62,0.0,0.0,0.646,24334973,87873991.0,16475537079.9,13636321395.4
2017-04-20,'600567,ɽӥֽҵ,3.62,3.63,3.58,3.61,3.62,0.0,0.0,0.907,34166820,123171671.0,16475537079.9,13636321395.4
2017-04-19,'600567,ɽӥֽҵ,3.62,3.65,3.58,3.6,3.59,0.03,0.8357,1.358,51155305,184315284.0,16475537079.9,13636321395.4
2017-04-18,'600567,ɽӥֽҵ,3.59,3.67,3.57,3.6,3.54,0.05,1.4124,1.3582,51161402,185279429.0,16338999479.8,13523313207.1
2017-04-17,'600567,ɽӥֽҵ,3.54,3.54,3.5,3.53,3.52,0.02,0.5682,0.6649,25046576,88168717.0,16111436813.0,13334966226.5
2017-04-14,'600567,ɽӥֽҵ,3.52,3.59,3.51,3.59,3.59,-0.07,-1.9499,0.806,30361010,107304043.0,16020411746.2,13259627434.2
2017-04-13,'600567,ɽӥֽҵ,3.59,3.62,3.55,3.6,3.61,-0.02,-0.554,0.7782,29313891,105117106.0,16338999479.8,13523313207.1
2017-04-12,'600567,ɽӥֽҵ,3.61,3.63,3.58,3.6,3.62,-0.01,-0.2762,0.6559,24707639,89019953.0,16430024546.6,13598651999.3
2017-04-11,'600567,ɽӥֽҵ,3.62,3.65,3.57,3.64,3.64,-0.02,-0.5495,0.8529,32127908,115679942.0,16475537079.9,13636321395.4
2017-04-10,'600567,ɽӥֽҵ,3.64,3.66,3.62,3.66,3.63,0.01,0.2755,0.7013,26416836,95898023.0,16566562146.7,13711660187.7
2017-04-07,'600567,ɽӥֽҵ,3.63,3.66,3.61,3.64,3.64,-0.01,-0.2747,0.8769,33031606,120203640.0,16521049613.3,13673990791.6
2017-04-06,'600567,ɽӥֽҵ,3.64,3.65,3.55,3.58,3.57,0.07,1.9608,1.1464,43182676,154834028.0,16566562146.7,13711660187.7
2017-04-05,'600567,ɽӥֽҵ,3.57,3.58,3.51,3.51,3.51,0.06,1.7094,1.267,47725635,169546396.0,16247974413.1,13447974414.8
2017-03-31,'600567,ɽӥֽҵ,3.51,3.53,3.49,3.52,3.5,0.01,0.2857,0.6981,26296991,92209165.0,15974899212.9,13221958038.1
2017-03-30,'600567,ɽӥֽҵ,3.5,3.54,3.47,3.54,3.54,-0.04,-1.1299,0.8249,31073235,108662409.0,15929386679.5,13184288642.0
2017-03-29,'600567,ɽӥֽҵ,3.54,3.55,3.5,3.52,3.51,0.03,0.8547,0.7585,28573728,100759878.0,16111436813.0,13334966226.5
2017-03-28,'600567,ɽӥֽҵ,3.51,3.53,3.5,3.53,3.53,-0.02,-0.5666,0.4369,16458696,57761271.0,15974899212.9,13221958038.1
2017-03-27,'600567,ɽӥֽҵ,3.53,3.56,3.5,3.52,3.53,0.0,0.0,0.9304,35049462,123423316.0,16065924279.6,13297296830.4
2017-03-24,'600567,ɽӥֽҵ,3.53,3.58,3.48,3.57,3.58,-0.05,-1.3966,1.2895,48573822,171091673.0,16065924279.6,13297296830.4
2017-03-23,'600567,ɽӥֽҵ,3.58,3.62,3.5,3.6,3.61,-0.03,-0.831,1.2398,46702179,166272420.0,16293486946.5,13485643811.0
2017-03-22,'600567,ɽӥֽҵ,3.61,3.62,3.58,3.6,3.62,-0.01,-0.2762,0.614,23128386,83203873.0,16430024546.6,13598651999.3
2017-03-21,'600567,ɽӥֽҵ,3.62,3.65,3.59,3.63,3.63,-0.01,-0.2755,0.8634,32524443,117501713.0,16475537079.9,13636321395.4
2017-03-20,'600567,ɽӥֽҵ,3.63,3.71,3.6,3.7,3.69,-0.06,-1.626,1.3411,50517494,183904661.0,16521049613.3,13673990791.6
2017-03-17,'600567,ɽӥֽҵ,3.69,3.75,3.69,3.75,3.74,-0.05,-1.3369,0.6984,26309566,97622715.0,16794124813.5,13900007168.3
2017-03-16,'600567,ɽӥֽҵ,3.74,3.76,3.71,3.72,3.71,0.03,0.8086,0.6149,23162627,86472453.0,17021687480.4,14088354148.9
2017-03-15,'600567,ɽӥֽҵ,3.71,3.74,3.66,3.69,3.69,0.02,0.542,0.5862,22079965,81894684.0,16885149880.3,13975345960.5
2017-03-14,'600567,ɽӥֽҵ,3.69,3.72,3.66,3.71,3.72,-0.03,-0.8065,0.6691,25205773,93180246.0,16794124813.5,13900007168.3
2017-03-13,'600567,ɽӥֽҵ,3.72,3.72,3.64,3.69,3.71,0.01,0.2695,0.9315,35090907,129084340.0,16930662413.6,14013015356.6
2017-03-10,'600567,ɽӥֽҵ,3.71,3.72,3.67,3.68,3.7,0.01,0.2703,0.6995,26349648,97318561.0,16885149880.3,13975345960.5
2017-03-09,'600567,ɽӥֽҵ,3.7,3.76,3.68,3.74,3.77,-0.07,-1.8568,1.1034,41565992,154089574.0,16839637346.9,13937676564.4
2017-03-08,'600567,ɽӥֽҵ,3.77,3.81,3.75,3.8,3.8,-0.03,-0.7895,0.8618,32464770,122247763.0,17158225080.5,14201362337.2
2017-03-07,'600567,ɽӥֽҵ,3.8,3.84,3.75,3.84,3.83,-0.03,-0.7833,1.1898,44819846,169353016.0,17294762680.6,14314370525.6
2017-03-06,'600567,ɽӥֽҵ,3.83,3.88,3.78,3.8,3.79,0.04,1.0554,1.2435,46840160,179181481.0,17431300280.7,14427378714.0
2017-03-03,'600567,ɽӥֽҵ,3.79,3.87,3.74,3.86,3.87,-0.08,-2.0672,1.5811,59558676,225299409.0,17249250147.2,14276701129.5
2017-03-02,'600567,ɽӥֽҵ,3.87,3.96,3.85,3.95,3.95,-0.08,-2.0253,1.2855,48422774,188088228.0,17613350414.2,14578056298.4
2017-03-01,'600567,ɽӥֽҵ,3.95,4.01,3.92,3.99,3.97,-0.02,-0.5038,1.0349,38984693,153926892.0,17977450681.2,14879411467.4
2017-02-28,'600567,ɽӥֽҵ,3.97,3.98,3.84,3.85,3.87,0.1,2.584,2.1084,79423545,312530459.0,18068475747.9,14954750259.6
2017-02-27,'600567,ɽӥֽҵ,3.87,3.89,3.82,3.87,3.88,-0.01,-0.2577,1.4848,55930069,215092869.0,17613350414.2,14578056298.4
2017-02-24,'600567,ɽӥֽҵ,3.88,3.97,3.85,3.92,3.95,-0.07,-1.7722,1.8821,70897069,275661030.0,17658862947.6,14615725694.6
2017-02-23,'600567,ɽӥֽҵ,3.95,4.1,3.73,3.73,3.74,0.21,5.615,4.3417,163549674,644256107.0,17977450681.2,14879411467.4
2017-02-22,'600567,ɽӥֽҵ,3.74,3.77,3.68,3.71,3.71,0.03,0.8086,1.4786,55699016,207942577.0,17021687480.4,14088354148.9
2017-02-21,'600567,ɽӥֽҵ,3.71,3.71,3.65,3.67,3.64,0.07,1.9231,1.3752,51803153,190725629.0,16885149880.3,13975345960.5
2017-02-20,'600567,ɽӥֽҵ,3.64,3.64,3.59,3.6,3.6,0.04,1.1111,0.9505,35806174,129497700.0,16566562146.7,13711660187.7
2017-02-17,'600567,ɽӥֽҵ,3.6,3.66,3.58,3.62,3.63,-0.03,-0.8264,0.6946,26165005,94568130.0,16384512013.2,13560982603.2
2017-02-16,'600567,ɽӥֽҵ,3.63,3.63,3.56,3.58,3.6,0.03,0.8333,0.731,27535309,99084593.0,16521049613.3,13673990791.6
2017-02-15,'600567,ɽӥֽҵ,3.6,3.68,3.59,3.67,3.68,-0.08,-2.1739,1.5362,57868099,209619319.0,16384512013.2,13560982603.2
2017-02-14,'600567,ɽӥֽҵ,3.68,3.74,3.65,3.72,3.72,-0.04,-1.0753,1.0942,41215991,151877526.0,16748612280.2,13862337772.2
2017-02-13,'600567,ɽӥֽҵ,3.72,3.73,3.66,3.69,3.7,0.02,0.5405,0.7872,29652332,109762551.0,16930662413.6,14013015356.6
2017-02-10,'600567,ɽӥֽҵ,3.7,3.75,3.68,3.68,3.69,0.01,0.271,1.2876,48501820,179990343.0,16839637346.9,13937676564.4
2017-02-09,'600567,ɽӥֽҵ,3.69,3.71,3.62,3.63,3.64,0.05,1.3736,1.3912,52407341,191792419.0,16794124813.5,13900007168.3
2017-02-08,'600567,ɽӥֽҵ,3.64,3.66,3.56,3.62,3.64,0.0,0.0,0.7531,28369384,102331174.0,16566562146.7,13711660187.7
2017-02-07,'600567,ɽӥֽҵ,3.64,3.67,3.61,3.64,3.66,-0.02,-0.5464,0.426,16046211,58347883.0,16566562146.7,13711660187.7
2017-02-06,'600567,ɽӥֽҵ,3.66,3.67,3.6,3.62,3.63,0.03,0.8264,0.533,20076422,72888728.0,16657587213.4,13786998979.9
2017-02-03,'600567,ɽӥֽҵ,3.63,3.69,3.62,3.67,3.67,-0.04,-1.0899,0.3983,15002044,54722572.0,16521049613.3,13673990791.6
2017-01-26,'600567,ɽӥֽҵ,3.67,3.69,3.64,3.69,3.68,-0.01,-0.2717,0.4651,17519002,64198498.0,16703099746.8,13824668376.0
2017-01-25,'600567,ɽӥֽҵ,3.68,3.76,3.58,3.6,3.58,0.1,2.7933,1.0476,39460969,145110628.0,16748612280.2,13862337772.2
2017-01-24,'600567,ɽӥֽҵ,3.58,3.61,3.54,3.57,3.57,0.01,0.2801,0.5748,21652583,77251331.0,16293486946.5,13485643811.0
2017-01-23,'600567,ɽӥֽҵ,3.57,3.59,3.53,3.53,3.53,0.04,1.1331,0.5706,21495800,76580040.0,16247974413.1,13447974414.8
2017-01-20,'600567,ɽӥֽҵ,3.53,3.53,3.46,3.46,3.47,0.06,1.7291,0.4563,17186909,60267397.0,16065924279.6,13297296830.4
2017-01-19,'600567,ɽӥֽҵ,3.47,3.51,3.45,3.48,3.5,-0.03,-0.8571,0.4734,17832530,62187506.0,15792849079.4,13071280453.6
2017-01-18,'600567,ɽӥֽҵ,3.5,3.54,3.47,3.5,3.51,-0.01,-0.2849,0.7873,29657506,104079232.0,15929386679.5,13184288642.0
2017-01-17,'600567,ɽӥֽҵ,3.51,3.52,3.36,3.43,3.43,0.08,2.3324,1.0988,41390291,142376357.0,15974899212.9,13221958038.1
2017-01-16,'600567,ɽӥֽҵ,3.43,3.52,3.32,3.48,3.47,-0.04,-1.1527,1.0862,40915438,141169913.0,15610798945.9,12920602869.2
2017-01-13,'600567,ɽӥֽҵ,3.47,3.61,3.46,3.58,3.59,-0.12,-3.3426,1.3716,51666162,181013821.0,15792849079.4,13071280453.6
2017-01-12,'600567,ɽӥֽҵ,3.59,3.66,3.56,3.62,3.62,-0.03,-0.8287,0.8636,32531630,117288779.0,16338999479.8,13523313207.1
2017-01-11,'600567,ɽӥֽҵ,3.62,3.81,3.6,3.81,3.8,-0.18,-4.7368,1.9959,75183613,276273189.0,16475537079.9,13636321395.4
2017-01-10,'600567,ɽӥֽҵ,3.8,3.84,3.76,3.82,3.81,-0.01,-0.2625,0.999,37632352,142982078.0,17294762680.6,14314370525.6
2017-01-09,'600567,ɽӥֽҵ,3.81,3.85,3.75,3.75,3.77,0.04,1.061,0.9684,36479672,138874390.0,17340275214.0,14352039921.7
2017-01-06,'600567,ɽӥֽҵ,3.77,3.79,3.72,3.75,3.75,0.02,0.5333,0.7223,27209182,102339255.0,17158225080.5,14201362337.2
2017-01-05,'600567,ɽӥֽҵ,3.75,3.88,3.74,3.8,3.81,-0.06,-1.5748,1.3931,52477858,198603916.0,17067200013.8,14126023545.0
2017-01-04,'600567,ɽӥֽҵ,3.81,3.86,3.74,3.78,3.78,0.03,0.7937,1.7165,64658532,246521605.0,17340275214.0,14352039921.7
2017-01-03,'600567,ɽӥֽҵ,3.78,3.79,3.62,3.65,3.62,0.16,4.4199,1.4839,55899266,208725013.0,17203737613.9,14239031733.4
